id,category,BERTScore,BLEU,ROUGE-L,METEOR
syn_000139,Support Currently Used,0.5190042853355408,2.6116393305866095e-79,0.12587412587412586,0.13354700854700854
syn_000095,Caregiving Challenges – Distance Caregiving,0.615093469619751,0.09099641404427719,0.29189189189189185,0.2834674436915442
syn_000027,Caregiving Challenges – Emotional Impact,0.5325656533241272,0.03788762750244167,0.17592592592592596,0.2832356215213358
syn_000049,Caregiving Challenges – Emotional Impact,0.5629311203956604,5.337595646369272e-155,0.16666666666666666,0.31467268382447255
syn_000039,Caregiving Challenges – Emotional Impact,0.5440096855163574,4.770138879201696e-155,0.1752988047808765,0.25458235834829684
syn_000050,Caregiving Challenges – Emotional Impact,0.5616707801818848,4.587861858796859e-155,0.17021276595744683,0.2907183228647678
syn_000163,Support Needed,0.5823091268539429,1.0407489653131237e-78,0.19266055045871558,0.3039112352340663
syn_000169,Support Needed,0.5266934037208557,3.881863915403993e-155,0.16216216216216217,0.23760330578512398
syn_000303,Caregiving Challenges – Care Recipient Behavior,0.5560652613639832,1.016685203718586e-231,0.21890547263681592,0.22123072020191362
syn_000204,Online Support – Barriers,0.5754919648170471,3.988933565812002e-155,0.15962441314553993,0.2619270346117867
syn_000200,Online Support – Willingness,0.5658403635025024,4.45007057269877e-155,0.14960629921259844,0.2647865556893288
syn_000322,Caregiving Challenges – Care Recipient Behavior,0.5742912292480469,0.027871741900203483,0.19999999999999998,0.21366093395155183
syn_000304,Caregiving Challenges – Care Recipient Behavior,0.5926911234855652,1.2994550007806537e-78,0.22372881355932203,0.3294032447151398
syn_000328,Caregiving Challenges – Distance Caregiving,0.5384156703948975,1.2236024309709967e-78,0.1650485436893204,0.22503541979213176
syn_000352,Caregiving Challenges – None Reported,0.5630905032157898,1.6352709318669194e-78,0.1904761904761905,0.2616639486669368
syn_000391,Support Currently Used,0.5810526013374329,1.338873234651057e-78,0.23783783783783782,0.25651886118879036
syn_000392,Support Currently Used,0.5651269555091858,0.04421508168176373,0.23589743589743592,0.23774400285303712
syn_000385,Support Currently Used,0.5643215775489807,0.1025571010222789,0.28571428571428575,0.33907203499700916
syn_000401,Support Needed,0.6089769601821899,1.2048247842393554e-78,0.20125786163522014,0.23607035042696367
syn_000416,Support Needed,0.548041045665741,9.800817486171186e-79,0.18404907975460122,0.21877785596997423
syn_000423,Support Needed,0.554286003112793,3.07232833536312e-155,0.1581920903954802,0.24012474537891154
syn_000453,Online Support – Barriers,0.5742389559745789,3.2361460326913905e-155,0.16393442622950818,0.21948313916945608
syn_000457,Online Support – Barriers,0.6318299770355225,4.013652161726677e-155,0.21621621621621626,0.2785839416058394
syn_000436,Online Support – Willingness,0.5252954363822937,3.1079928616698547e-155,0.12682926829268296,0.22112521251936054
syn_000452,Online Support – Barriers,0.5475003123283386,3.2281894987315806e-155,0.1440677966101695,0.24627060363188466
syn_000467,Online Support – Barriers,0.5752124190330505,4.016657746546378e-155,0.22115384615384615,0.2492361466325661
syn_000486,Current Digital Tool Use,0.5598577857017517,4.265847464154625e-155,0.20408163265306123,0.23954310259457312
syn_000471,Online Support – Barriers,0.6001288294792175,1.464803521744418e-78,0.1970802919708029,0.2845746555187926
syn_000572,Caregiving Challenges – Care Recipient Behavior,0.5480018854141235,3.4839223418889614e-155,0.16853932584269665,0.1952770208900999
syn_000539,Caregiving Challenges – Emotional Impact,0.5600138306617737,1.7608012303055708e-78,0.2079207920792079,0.25883913299363637
syn_000533,Caregiving Challenges – Emotional Impact,0.5913050770759583,3.6424959949938916e-155,0.24034334763948498,0.3131351026612381
syn_000605,Caregiving Challenges – None Reported,0.5885888338088989,0.049702706372381514,0.20915032679738563,0.2503991734760965
syn_000530,Caregiving Challenges – Emotional Impact,0.5743054151535034,0.04313385652123841,0.18867924528301885,0.3431231673465872
syn_000645,Support Currently Used,0.5261054039001465,3.019578576719111e-155,0.14778325123152708,0.20246322406471376
syn_000637,Support Currently Used,0.5640857815742493,3.4983512397996116e-155,0.20689655172413796,0.2518557356420524
syn_000693,Online Support – Willingness,0.5335078835487366,3.910736661322095e-155,0.14285714285714288,0.22188186200190915
syn_000660,Support Needed,0.5689384937286377,4.7361281074484755e-155,0.19130434782608696,0.27829477355339427
syn_000678,Online Support – Willingness,0.5459672808647156,3.027703789082287e-155,0.16326530612244897,0.23429046037019455
syn_000726,Current Digital Tool Use,0.5662519335746765,1.5295203712296618e-78,0.2105263157894737,0.2065311418685121
syn_000686,Online Support – Willingness,0.5329400300979614,3.71118059663141e-155,0.16037735849056603,0.24087350331906449
syn_000712,Online Support – Barriers,0.521528959274292,9.246942777950428e-232,0.13903743315508021,0.14445479962721341
syn_000744,Current Digital Tool Use,0.5585647225379944,1.4719995758995972e-78,0.23157894736842108,0.3208833207928281
syn_000751,Caregiving Challenges – Balance & Time,0.5857699513435364,1.5960277460194959e-78,0.17085427135678394,0.3185215539177316
syn_000783,Caregiving Challenges – Emotional Impact,0.582863450050354,1.3855342062515362e-78,0.18536585365853658,0.30743634259259267
syn_000786,Caregiving Challenges – Emotional Impact,0.581925094127655,1.251039999292883e-78,0.18357487922705315,0.24531065481748085
syn_000761,Caregiving Challenges – Balance & Time,0.5618217587471008,1.6466907381687687e-78,0.17796610169491522,0.29455656370464217
syn_000846,Caregiving Challenges – Distance Caregiving,0.6001840233802795,0.03987307132582182,0.20754716981132076,0.2655272377091091
syn_000866,Caregiving Challenges – None Reported,0.5606333017349243,1.0987291595743726e-78,0.23703703703703705,0.1805869074492099
syn_000852,Caregiving Challenges – None Reported,0.5255758762359619,6.517130011866648e-232,0.17449664429530198,0.2092002713835971
syn_000817,Caregiving Challenges – Care Recipient Behavior,0.6000884175300598,1.5092988011772359e-78,0.18315018315018317,0.29862544567461063
syn_000868,Caregiving Challenges – None Reported,0.562413215637207,3.2214175868424052e-155,0.21768707482993196,0.236342143414743
syn_000875,Caregiving Challenges – None Reported,0.6015203595161438,0.06540850145650925,0.22485207100591714,0.2756561054944861
syn_000979,Current Digital Tool Use,0.558898389339447,1.0166419172780983e-231,0.16091954022988506,0.20534341097804143
syn_001060,Caregiving Challenges – Care Recipient Behavior,0.5436863899230957,3.5549315911125656e-155,0.1791044776119403,0.21887227005082588
syn_000955,Online Support – Barriers,0.6062734127044678,0.06086946928201426,0.20338983050847456,0.28594227647635606
syn_001063,Caregiving Challenges – Care Recipient Behavior,0.5251041650772095,3.721712108903256e-155,0.18095238095238095,0.22799588581999522
syn_001111,Caregiving Challenges – None Reported,0.5311566591262817,7.747210008604631e-79,0.2028985507246377,0.23131398246589097
syn_000906,Support Needed,0.5908227562904358,4.4139664856208494e-155,0.16083916083916086,0.3466339127372653
