id,category,BERTScore,BLEU,ROUGE-L,METEOR
syn_000049,Caregiving Challenges – Emotional Impact,0.5982595682144165,1.0806626650640616e-78,0.22797927461139897,0.2368841107167473
syn_000027,Caregiving Challenges – Emotional Impact,0.5457951426506042,3.451635752326997e-155,0.1276595744680851,0.2276661300652577
syn_000095,Caregiving Challenges – Distance Caregiving,0.5774006247520447,4.345168273265543e-155,0.20588235294117646,0.27391701806562524
syn_000139,Support Currently Used,0.5957310199737549,5.730361212629192e-155,0.24154589371980675,0.27550556275368526
syn_000050,Caregiving Challenges – Emotional Impact,0.5565765500068665,1.248835764773189e-78,0.1754385964912281,0.265454194391635
syn_000039,Caregiving Challenges – Emotional Impact,0.5643212199211121,1.3089661753603793e-78,0.1801801801801802,0.2852995377135409
syn_000303,Caregiving Challenges – Care Recipient Behavior,0.5543961524963379,1.488508308709383e-78,0.2038834951456311,0.259639818804552
syn_000204,Online Support – Barriers,0.5316435098648071,5.059476870796e-155,0.14977973568281935,0.2667229425166779
syn_000304,Caregiving Challenges – Care Recipient Behavior,0.5559841394424438,1.2278370027682848e-78,0.2212765957446809,0.24713542471268796
syn_000200,Online Support – Willingness,0.5557652711868286,3.8131025376623086e-155,0.16143497757847536,0.2500591928251122
syn_000169,Support Needed,0.503730058670044,4.050315333040136e-155,0.16585365853658535,0.2519506705665613
syn_000163,Support Needed,0.583689272403717,3.772061051948549e-155,0.1556420233463035,0.3271435694958759
syn_000352,Caregiving Challenges – None Reported,0.5496224164962769,1.2230330674060526e-78,0.22784810126582278,0.21693024177021242
syn_000391,Support Currently Used,0.6157774925231934,5.206819752634748e-155,0.25773195876288657,0.3033466693922846
syn_000322,Caregiving Challenges – Care Recipient Behavior,0.5883908271789551,1.4050678966456706e-78,0.18867924528301888,0.24373774332939985
syn_000328,Caregiving Challenges – Distance Caregiving,0.5583038330078125,4.936594396270685e-155,0.20408163265306123,0.2904178603392385
syn_000385,Support Currently Used,0.5783745646476746,0.06635919166362213,0.18315018315018314,0.37196975787156666
syn_000392,Support Currently Used,0.571945071220398,0.05703145697829729,0.23770491803278687,0.3462999159235119
syn_000401,Support Needed,0.5786673426628113,1.0731643930990833e-78,0.2131979695431472,0.2528155440954316
syn_000416,Support Needed,0.5494702458381653,0.04855532814109599,0.182741116751269,0.2597943637629994
syn_000436,Online Support – Willingness,0.5647923350334167,2.4729075328405647e-155,0.14857142857142858,0.19731458099513657
syn_000423,Support Needed,0.5985428690910339,0.05284809110793664,0.2559241706161138,0.40725469511012513
syn_000452,Online Support – Barriers,0.5378382802009583,2.0811541817573566e-155,0.14906832298136646,0.19799956512285283
syn_000453,Online Support – Barriers,0.5905871391296387,4.966169255656809e-155,0.20952380952380953,0.2635955387333124
syn_000486,Current Digital Tool Use,0.5300438404083252,1.1885981121112127e-78,0.13930348258706468,0.20766519783514953
syn_000467,Online Support – Barriers,0.5893999338150024,1.2732841595916092e-78,0.18487394957983191,0.2946870523269166
