id,category,BERTScore,BLEU,ROUGE-L,METEOR
syn_000139,Support Currently Used,0.5690864324569702,1.3246569249117076e-78,0.17959183673469387,0.31727238214394865
syn_000049,Caregiving Challenges – Emotional Impact,0.5336021780967712,3.0146454233664143e-155,0.1417910447761194,0.218978102189781
syn_000027,Caregiving Challenges – Emotional Impact,0.5415810346603394,0.026281966162764858,0.13438735177865613,0.2879951482651857
syn_000095,Caregiving Challenges – Distance Caregiving,0.5543721914291382,4.112806509121844e-155,0.16271186440677965,0.3063912087912089
syn_000039,Caregiving Challenges – Emotional Impact,0.5442399978637695,8.918310067150385e-79,0.15141955835962145,0.2533532041728763
syn_000050,Caregiving Challenges – Emotional Impact,0.5589085817337036,3.7147439042370906e-155,0.1570996978851964,0.2793709552349463
syn_000169,Support Needed,0.5638667941093445,5.093375915875677e-155,0.15637860082304525,0.3184919389769729
syn_000163,Support Needed,0.5294391512870789,1.1769725661206017e-231,0.145748987854251,0.2871381180373381
syn_000200,Online Support – Willingness,0.5674023032188416,1.0334458716814704e-78,0.1978021978021978,0.2691113806087957
syn_000204,Online Support – Barriers,0.5388350486755371,1.143929632045263e-231,0.11920529801324502,0.2602415590402626
syn_000303,Caregiving Challenges – Care Recipient Behavior,0.5075299739837646,2.8084066769984592e-155,0.1388888888888889,0.23264137437365784
syn_000304,Caregiving Challenges – Care Recipient Behavior,0.5441708564758301,3.68491396863534e-155,0.17073170731707316,0.2635277582572031
syn_000352,Caregiving Challenges – None Reported,0.5351431965827942,1.1566289679004987e-78,0.2040816326530612,0.26267354997265163
syn_000322,Caregiving Challenges – Care Recipient Behavior,0.5477784872055054,4.387308011801987e-155,0.1818181818181818,0.264113670939001
syn_000328,Caregiving Challenges – Distance Caregiving,0.5174084901809692,3.964936975974547e-155,0.1292517006802721,0.2740606737867991
syn_000391,Support Currently Used,0.5674926042556763,5.6968737101220485e-155,0.22568093385214008,0.33012054058873136
syn_000385,Support Currently Used,0.5387422442436218,1.0557951724036527e-78,0.17557251908396945,0.3234913592281723
syn_000392,Support Currently Used,0.5343027114868164,0.03781559070111113,0.1660899653979239,0.2724769886580501
syn_000401,Support Needed,0.5175546407699585,2.5434665447245507e-155,0.12213740458015267,0.2668539667925889
syn_000416,Support Needed,0.5273759961128235,4.094321517690243e-155,0.15151515151515152,0.2747319054019274
syn_000423,Support Needed,0.5313873291015625,3.528977883265598e-155,0.14492753623188406,0.2640531785980612
syn_000436,Online Support – Willingness,0.5136574506759644,3.3736462744477494e-155,0.09771986970684039,0.2335717283838087
syn_000453,Online Support – Barriers,0.5515046715736389,4.872805348625397e-155,0.18604651162790697,0.29428833792470155
syn_000457,Online Support – Barriers,0.5426226854324341,4.012648341962968e-155,0.1328125,0.27774733326986956
syn_000452,Online Support – Barriers,0.5099866390228271,2.8215104106977486e-155,0.09014084507042253,0.24008241470683833
syn_000471,Online Support – Barriers,0.5492135882377625,9.21646607441319e-79,0.14838709677419354,0.2807961145773562
syn_000467,Online Support – Barriers,0.5443921685218811,8.280698457359201e-79,0.13736263736263735,0.30160607934823763
syn_000530,Caregiving Challenges – Emotional Impact,0.5304951071739197,3.125218426274566e-155,0.1413427561837456,0.247922564963044
syn_000486,Current Digital Tool Use,0.4927575886249542,9.353043515294557e-79,0.13166144200626959,0.293945797497081
syn_000539,Caregiving Challenges – Emotional Impact,0.5313106775283813,9.608110093228761e-79,0.17687074829931973,0.2753008895866039
syn_000533,Caregiving Challenges – Emotional Impact,0.5477253198623657,3.587190317090112e-155,0.1640378548895899,0.2648221343873518
syn_000572,Caregiving Challenges – Care Recipient Behavior,0.5812237858772278,0.052372971128670426,0.17921146953405018,0.35543776863283033
syn_000605,Caregiving Challenges – None Reported,0.5436291694641113,1.1702660744779424e-78,0.2047244094488189,0.2296157450796626
syn_000645,Support Currently Used,0.5548027157783508,4.313583470679924e-155,0.14814814814814817,0.2704066956531359
syn_000637,Support Currently Used,0.5532691478729248,8.76315755880417e-79,0.14983713355048858,0.2633839239666986
syn_000686,Online Support – Willingness,0.5119749307632446,3.1212567470137205e-155,0.11067193675889328,0.24803816620502367
syn_000678,Online Support – Willingness,0.4809902012348175,3.810441294368077e-155,0.12781954887218044,0.24077374784110545
syn_000693,Online Support – Willingness,0.5303073525428772,0.02413274647458114,0.17333333333333337,0.2610248506820089
syn_000660,Support Needed,0.5030317902565002,4.770640301990848e-155,0.13294797687861273,0.3310900069768314
syn_000712,Online Support – Barriers,0.5269554853439331,3.115932801976332e-155,0.1188811188811189,0.22969346787120784
syn_000726,Current Digital Tool Use,0.5327346920967102,3.418340069195218e-155,0.12955465587044535,0.28685359937847005
